model,node21_score,time_sec,sens@0.25,sens@0.5,sens@1,sens@2,sens@4,sens@8
checkpoint_epoch_02_20251227_113002.pth,0.6794871794803914,187.3,0.3756243756206231,0.581418581412773,0.7312687312614259,0.7692307692230846,0.7942057941978601,0.8251748251665817
checkpoint_epoch_03_20251227_113002.pth,0.667832167825496,185.6,0.36663336662970397,0.5944055943996562,0.7072927072856414,0.7482517482442732,0.790209790201896,0.8001998001918061
best_frcnn_node21_20251227_113002.pth,0.667832167825496,184.6,0.36663336662970397,0.5944055943996562,0.7072927072856414,0.7482517482442732,0.790209790201896,0.8001998001918061
checkpoint_epoch_02_20251227_090454.pth,0.6656676656610157,185.5,0.3306693306660273,0.5934065934006653,0.7052947052876594,0.7522477522402373,0.7942057941978601,0.8181818181736445
checkpoint_epoch_01_20251227_090454.pth,0.6536796536731234,185.7,0.3746253746216321,0.5934065934006653,0.6893106893038031,0.738261738254363,0.7632367632291385,0.7632367632291385
best_frcnn_node21_20251227_090454.pth,0.6536796536731234,186.0,0.3746253746216321,0.5934065934006653,0.6893106893038031,0.738261738254363,0.7632367632291385,0.7632367632291385
checkpoint_epoch_01_20251227_141458.pth,0.6495171495106608,187.2,0.33866133865795545,0.5644355644299257,0.6933066932997671,0.738261738254363,0.7692307692230846,0.7932067931988691
best_frcnn_node21_20251227_141458.pth,0.6495171495106608,187.6,0.33866133865795545,0.5644355644299257,0.6933066932997671,0.738261738254363,0.7692307692230846,0.7932067931988691
checkpoint_epoch_01_20251227_113002.pth,0.6493506493441622,186.5,0.35164835164483865,0.5404595404541412,0.6743256743189378,0.7462537462462911,0.7842157842079499,0.7992007991928152
checkpoint_epoch_03_20251227_090454.pth,0.6365301365237775,184.8,0.3856143856105333,0.5854145854087371,0.6613386613320545,0.7182817182745427,0.7342657342583989,0.7342657342583989
checkpoint_epoch_04_20251227_113002.pth,0.6338661338598015,185.8,0.3746253746216321,0.5644355644299257,0.6703296703229737,0.7212787212715157,0.736263736256381,0.736263736256381
checkpoint_epoch_04_20251227_090454.pth,0.629703629697339,184.7,0.3916083916044794,0.5834165834107551,0.6633366633300366,0.7072927072856414,0.7162837162765606,0.7162837162765606
checkpoint_epoch_02_20251227_141458.pth,0.6250416250353809,187.2,0.33466533466199133,0.5454545454490963,0.6643356643290276,0.7102897102826145,0.737262737255372,0.7582417582341834
checkpoint_epoch_06_20251227_113002.pth,0.6198801198739272,186.9,0.3036963036932698,0.5454545454490963,0.6533466533401264,0.7222777222705067,0.7472527472452822,0.7472527472452822
checkpoint_epoch_03_20251227_141458.pth,0.6193806193744318,186.0,0.34465534465190156,0.5544455544400155,0.6673326673260007,0.7092907092836235,0.7202797202725246,0.7202797202725246
checkpoint_epoch_05_20251227_113002.pth,0.6160506160444617,186.0,0.34465534465190156,0.5524475524420335,0.6513486513421444,0.6953046952977492,0.7252747252674797,0.7272727272654618
checkpoint_epoch_04_20251227_141458.pth,0.5935730935671637,186.5,0.315684315681162,0.525474525469276,0.6553446553381085,0.688311688304812,0.688311688304812,0.688311688304812
checkpoint_epoch_03_20251227_060016.pth,0.55394605394052,185.4,0.3116883116851979,0.4635364635318328,0.5544455544400155,0.6123876123814946,0.6753246753179288,0.7062937062866504
checkpoint_epoch_01_20251227_060016.pth,0.5491175491120633,2244.4,0.2787212787184943,0.41458541458127285,0.5294705294652401,0.6223776223714048,0.7022977022906863,0.7472527472452822
checkpoint_epoch_02_20251227_060016.pth,0.5269730269677625,184.1,0.3056943056912518,0.42057942057521897,0.5054945054894556,0.5894105894047011,0.6473526473461803,0.6933066932997671
checkpoint_epoch_07_20251227_060016.pth,0.5166500166448552,186.0,0.3306693306660273,0.44455544455100343,0.5204795204743209,0.581418581412773,0.6113886113825036,0.6113886113825036
checkpoint_epoch_05_20251227_060016.pth,0.5128205128153898,184.1,0.33866133865795545,0.4635364635318328,0.5364635364581772,0.579420579414791,0.579420579414791,0.579420579414791
best_frcnn_node21_20251227_060016.pth,0.5128205128153898,186.2,0.33866133865795545,0.4635364635318328,0.5364635364581772,0.579420579414791,0.579420579414791,0.579420579414791
checkpoint_epoch_08_20251227_060016.pth,0.49716949716453046,185.3,0.33366633366300036,0.4435564435520124,0.5364635364581772,0.5564435564379976,0.5564435564379976,0.5564435564379976
checkpoint_epoch_06_20251227_060016.pth,0.4658674658628119,185.8,0.32467532467208116,0.45554445553990464,0.4985014984965185,0.5054945054894556,0.5054945054894556,0.5054945054894556
checkpoint_epoch_04_20251227_060016.pth,0.4503829503784511,185.0,0.2767232767205123,0.38761238760851535,0.47052947052476995,0.522477522472303,0.522477522472303,0.522477522472303
