model,node21_score,time_sec,sens@0.25,sens@0.5,sens@1,sens@2,sens@4,sens@8
checkpoint_coco_monocanal_balanceado_epoch_14_20251229_091533.pth,0.5168165168113539,183.5,0.29770229769932366,0.49750249749752745,0.5764235764178179,0.5764235764178179,0.5764235764178179,0.5764235764178179
checkpoint_coco_monocanal_balanceado_epoch_16_20251229_091533.pth,0.5158175158123628,184.0,0.3256743256710722,0.5074925074874377,0.5654345654289167,0.5654345654289167,0.5654345654289167,0.5654345654289167
checkpoint_coco_monocanal_balanceado_epoch_11_20251229_091533.pth,0.5156510156458644,182.8,0.2747252747225302,0.5134865134813837,0.5764235764178179,0.5764235764178179,0.5764235764178179,0.5764235764178179
checkpoint_coco_monocanal_desbalanceado_epoch_17_20251229_173827.pth,0.5056610056559542,184.9,0.314685314682171,0.5134865134813837,0.5514485514430425,0.5514485514430425,0.5514485514430425,0.5514485514430425
checkpoint_coco_3canales_desbalanceado_epoch_05_20251230_014536.pth,0.5048285048234616,182.3,0.369630369626677,0.45954045953586875,0.5214785214733119,0.5594405594349706,0.5594405594349706,0.5594405594349706
checkpoint_coco_monocanal_desbalanceado_epoch_19_20251229_173827.pth,0.5048285048234615,184.7,0.35564435564080277,0.4875124875076173,0.5464535464480874,0.5464535464480874,0.5464535464480874,0.5464535464480874
checkpoint_coco_monocanal_desbalanceado_epoch_20_20251229_173827.pth,0.49750249749752745,185.0,0.35164835164483865,0.5034965034914736,0.5324675324622131,0.5324675324622131,0.5324675324622131,0.5324675324622131
checkpoint_coco_monocanal_desbalanceado_epoch_15_20251229_173827.pth,0.4915084915035813,184.5,0.33266733266400933,0.5064935064884466,0.527472527467258,0.527472527467258,0.527472527467258,0.527472527467258
checkpoint_coco_3canales_balanceado_epoch_13_20251230_052422.pth,0.49100899100408596,183.0,0.3206793206761171,0.4795204795156891,0.5364635364581772,0.5364635364581772,0.5364635364581772,0.5364635364581772
checkpoint_coco_3canales_balanceado_epoch_17_20251230_052422.pth,0.48584748584263227,183.7,0.3066933066902428,0.4385614385570573,0.5064935064884466,0.5544455544400155,0.5544455544400155,0.5544455544400155
checkpoint_coco_monocanal_balanceado_epoch_20_20251229_091533.pth,0.4826839826791607,182.9,0.31368631368317995,0.4685314685267879,0.528471528466249,0.528471528466249,0.528471528466249,0.528471528466249
checkpoint_coco_monocanal_desbalanceado_epoch_18_20251229_173827.pth,0.48085248084767707,184.3,0.265734265731611,0.5134865134813837,0.526473526468267,0.526473526468267,0.526473526468267,0.526473526468267
checkpoint_coco_3canales_balanceado_epoch_09_20251230_052422.pth,0.48051948051468013,185.3,0.3506493506458477,0.48251748251266213,0.5124875124823928,0.5124875124823928,0.5124875124823928,0.5124875124823928
checkpoint_coco_monocanal_balanceado_epoch_10_20251229_091533.pth,0.48051948051468013,182.5,0.24575424575179067,0.4875124875076173,0.5374625374571682,0.5374625374571682,0.5374625374571682,0.5374625374571682
checkpoint_coco_3canales_balanceado_epoch_15_20251230_052422.pth,0.4801864801816831,182.9,0.34365634365291053,0.47152847152376093,0.5164835164783568,0.5164835164783568,0.5164835164783568,0.5164835164783568
checkpoint_coco_3canales_desbalanceado_epoch_06_20251230_014536.pth,0.4783549783501995,183.2,0.36563436563071294,0.4375624375580663,0.4875124875076173,0.526473526468267,0.526473526468267,0.526473526468267
checkpoint_coco_3canales_balanceado_epoch_20_20251230_052422.pth,0.476856476851713,182.7,0.3226773226740991,0.46453546453082384,0.5184815184763388,0.5184815184763388,0.5184815184763388,0.5184815184763388
checkpoint_coco_monocanal_balanceado_epoch_18_20251229_091533.pth,0.474858474853731,182.5,0.3106893106862069,0.47652347651871607,0.5154845154793658,0.5154845154793658,0.5154845154793658,0.5154845154793658
checkpoint_coco_3canales_balanceado_epoch_14_20251230_052422.pth,0.47269397268925045,182.6,0.31668331668015304,0.44555444554999446,0.5184815184763388,0.5184815184763388,0.5184815184763388,0.5184815184763388
checkpoint_coco_monocanal_desbalanceado_epoch_14_20251229_173827.pth,0.4696969696922774,186.2,0.262737262734638,0.46153846153385075,0.5234765234712939,0.5234765234712939,0.5234765234712939,0.5234765234712939
